# 青空文庫に出現する外字注記とUCSの対応一覧
# 
# ※ 括弧が対応していない等、極端に間違えているものは除外した。
# ※ 注記辞書にない注記でも、「／・＋」等を間違えている程度のものは採集して記載した。
# ※ 「－・-」は「－」に、「+」は「＋」に、「<」は「＜」に統一した。
# ※［…］の前後の「」の括弧の抜けは補完した。
# ※ IVSで表記可能なものは、Adobe-Japan1 を優先し、無いものに限り汎用電子も使用した。
# ※ 注記辞書の記法から逸れている表記には念のため「標準注記外」とコメントに付記した。
################################
# AozoraEpub3 Modified
#
# http://kanji-database.sourceforge.net/aozora/gaiji.html
# https://github.com/cjkvi/cjkvi-data/blob/master/aozora_gaiji_chuki.txt
# 上記から取得後以下の変換を行った
# 注記内 － を － に変換
# ・IVS文字は chuki_ivs.txt に移動
# ・2文字以上は濁点半濁点以外コメントアウト
# ・※で始まらない物はコメントアウトまたは読み込み時に除外
################################

#UCS	IVS	char	青空文庫記法	→コメント
U+0329F		㊟	※［＃丸注］
U+032A0		㊠	※［＃丸項］
U+032A1		㊡	※［＃丸休］
U+032A2		㊢	※［＃丸写］
U+032A3		㊣	※［＃丸正］
U+032A9		㊩	※［＃丸医］
U+032AA		㊪	※［＃丸宗］
U+032AB		㊫	※［＃丸学］
U+032AC		㊬	※［＃丸監］
U+032AD		㊭	※［＃丸企］
U+032AE		㊮	※［＃丸資］
U+032AF		㊯	※［＃丸協］
U+032B0		㊰	※［＃丸夜］
#U+04E95	U+020DD	井⃝	※［＃丸井］
#U+0901A	U+020DD	通⃝	※［＃丸通］
#U+0516C	U+020DD	公⃝	※［＃丸公］
U+0337F		㍿	※［＃全角株式会社］
#U+04E07	U+020DE	万⃞	※［＃四角万］

#【ローマ数字】
U+02160		Ⅰ	※［＃ローマ数字1、1-13-21］
U+02161		Ⅱ	※［＃ローマ数字2、1-13-22］
U+02162		Ⅲ	※［＃ローマ数字3、1-13-23］
U+02163		Ⅳ	※［＃ローマ数字4、1-13-24］
U+02164		Ⅴ	※［＃ローマ数字5、1-13-25］
U+02165		Ⅵ	※［＃ローマ数字6、1-13-26］
U+02166		Ⅶ	※［＃ローマ数字7、1-13-27］
U+02167		Ⅷ	※［＃ローマ数字8、1-13-28］
U+02168		Ⅸ	※［＃ローマ数字9、1-13-29］
U+02169		Ⅹ	※［＃ローマ数字10、1-13-30］
U+0216A		Ⅺ	※［＃ローマ数字11、1-13-31］
U+0216B		Ⅻ	※［＃ローマ数字12、1-13-55］
#			※［＃ローマ数字13］
#			※［＃ローマ数字15］
U+02170		ⅰ	※［＃ローマ数字1小文字、1-12-21］
U+02171		ⅱ	※［＃ローマ数字2小文字、1-12-22］
U+02172		ⅲ	※［＃ローマ数字3小文字、1-12-23］
U+02173		ⅳ	※［＃ローマ数字4小文字、1-12-24］
U+02174		ⅴ	※［＃ローマ数字5小文字、1-12-25］
U+02175		ⅵ	※［＃ローマ数字6小文字、1-12-26］
U+02176		ⅶ	※［＃ローマ数字7小文字、1-12-27］
U+02177		ⅷ	※［＃ローマ数字8小文字、1-12-28］
U+02178		ⅸ	※［＃ローマ数字9小文字、1-12-29］
U+02179		ⅹ	※［＃ローマ数字10小文字、1-12-30］
U+0217A		ⅺ	※［＃ローマ数字11小文字、1-12-31］
U+0217B		ⅻ	※［＃ローマ数字12小文字、1-12-32］
#		xiii	※［＃ローマ数字13小文字］
#		xv	※［＃ローマ数字15小文字］
#		xxxiii	※［＃ローマ数字33小文字］
#		IIII	※［＃「IIII」］


#【装飾数字】
U+03280		㊀	※［＃丸一］
U+03281		㊁	※［＃丸二］
U+03282		㊂	※［＃丸三］
U+03283		㊃	※［＃丸四］
U+03284		㊄	※［＃丸五］
U+03287		㊇	※［＃丸八］
U+03289		㊉	※［＃丸十］
U+024EA		⓪	※［＃丸0］
U+02460		①	※［＃丸1、1-13-1］
U+02461		②	※［＃丸2、1-13-2］
U+02462		③	※［＃丸3、1-13-3］
U+02463		④	※［＃丸4、1-13-4］
U+02464		⑤	※［＃丸5、1-13-5］
U+02465		⑥	※［＃丸6、1-13-6］
U+02466		⑦	※［＃丸7、1-13-7］
U+02467		⑧	※［＃丸8、1-13-8］
U+02468		⑨	※［＃丸9、1-13-9］
U+02469		⑩	※［＃丸10、1-13-10］
U+0246A		⑪	※［＃丸11、1-13-11］
U+0246B		⑫	※［＃丸12、1-13-12］
U+0246C		⑬	※［＃丸13、1-13-13］
U+0246D		⑭	※［＃丸14、1-13-14］
U+0246E		⑮	※［＃丸15、1-13-15］
U+0246F		⑯	※［＃丸16、1-13-16］
U+02470		⑰	※［＃丸17、1-13-17］
U+02471		⑱	※［＃丸18、1-13-18］
U+02472		⑲	※［＃丸19、1-13-19］
U+02473		⑳	※［＃丸20、1-13-20］
U+03251		㉑	※［＃丸21、1-8-33］
U+03252		㉒	※［＃丸22、1-8-34］
U+03253		㉓	※［＃丸23、1-8-35］
U+03254		㉔	※［＃丸24、1-8-36］
U+03255		㉕	※［＃丸25、1-8-37］
U+03256		㉖	※［＃丸26、1-8-38］
U+03257		㉗	※［＃丸27、1-8-39］
U+03258		㉘	※［＃丸28、1-8-40］
#U+02487		⒇	(20)［＃「(20)」は縦中横］
#			(21)［＃「(21)」は縦中横］
#			(100)［＃「(100)」は縦中横］
#U+03220		㈠	(一)［＃「(一)」は縦中横］
#U+03229		㈩	(十)［＃「(十)」は縦中横］
#U+00031	U+020DE	1⃞	※［＃四角１］
#U+00032	U+020DE	2⃞	※［＃四角２］
#U+00033	U+020DE	3⃞	※［＃四角３］
#U+00034	U+020DE	4⃞	※［＃四角４］
#U+00035	U+020DE	5⃞	※［＃四角５］
#U+00036	U+020DE	6⃞	※［＃四角６］
#U+00037	U+020DE	7⃞	※［＃四角７］
#U+00038	U+020DE	8⃞	※［＃四角８］
#U+00039	U+020DE	9⃞	※［＃四角９］
#			※［＃四角10］
#			※［＃四角100］
#U+1F229		🈩	※［＃四角一］
#U+1F214		🈔	※［＃四角二］
#U+1F22A		🈪	※［＃四角三］
#U+056DB	U+020DE	四⃞	※［＃四角四］

#【丸付き英文字】
U+024B6		Ⓐ	※［＃丸A大文字］
U+024B6		Ⓐ	※［＃丸A］
U+024B6		Ⓐ	※［＃丸Ａ大文字］
U+024B7		Ⓑ	※［＃丸B大文字］
U+024B7		Ⓑ	※［＃丸B］
U+024B7		Ⓑ	※［＃丸Ｂ大文字］
U+024B8		Ⓒ	※［＃丸C大文字］
U+024B8		Ⓒ	※［＃丸C］
U+024B8		Ⓒ	※［＃丸Ｃ大文字］
U+024B9		Ⓓ	※［＃丸D大文字］
U+024B9		Ⓓ	※［＃丸Ｄ大文字］
U+024BA		Ⓔ	※［＃丸E］
U+024BA		Ⓔ	※［＃丸Ｅ大文字］
U+024CF		Ⓩ	※［＃丸Ｚ大文字］
U+024D0		ⓐ	※［＃丸A小文字、1-12-33］
U+024D1		ⓑ	※［＃丸B小文字、1-12-34］
U+024D2		ⓒ	※［＃丸C小文字、1-12-35］
U+024D3		ⓓ	※［＃丸D小文字、1-12-36］
U+024D4		ⓔ	※［＃丸E小文字、1-12-37］
U+024D5		ⓕ	※［＃丸F小文字、1-12-38］
U+024D6		ⓖ	※［＃丸G小文字、1-12-39］
U+024D7		ⓗ	※［＃丸H小文字、1-12-40］
U+024D8		ⓘ	※［＃丸I小文字、1-12-41］
U+024D9		ⓙ	※［＃丸J小文字、1-12-42］
U+024DA		ⓚ	※［＃丸K小文字、1-12-43］
U+024DB		ⓛ	※［＃丸L小文字、1-12-44］
U+024DC		ⓜ	※［＃丸M小文字、1-12-45］
U+024DD		ⓝ	※［＃丸N小文字、1-12-46］
U+024DE		ⓞ	※［＃丸O小文字、1-12-47］
U+024DF		ⓟ	※［＃丸P小文字、1-12-48］
U+024E0		ⓠ	※［＃丸Q小文字、1-12-49］
U+024E1		ⓡ	※［＃丸R小文字、1-12-50］
U+024E2		ⓢ	※［＃丸S小文字、1-12-51］
U+024E3		ⓣ	※［＃丸T小文字、1-12-52］
U+024E4		ⓤ	※［＃丸U小文字、1-12-53］
U+024E5		ⓥ	※［＃丸V小文字、1-12-54］
U+024E6		ⓦ	※［＃丸W小文字、1-12-55］
U+024E7		ⓧ	※［＃丸X小文字、1-12-56］
U+024E8		ⓨ	※［＃丸Y小文字、1-12-57］
U+024E9		ⓩ	※［＃丸Z小文字、1-12-58］
U+03280		㊀	※［＃丸付き一］
U+03281		㊁	※［＃丸付き二］
U+03282		㊂	※［＃丸付き三］
U+03284		㊄	※［＃「○の中に五」］
U+03284		㊄	※［＃丸漢数字五］
U+03287		㊇	※［＃「◯」の中に「八」］
U+03289		㊉	※［＃「◯」の中に「十」］
U+0328E		㊎	※［＃「◯」の中に「金」］
U+03290		㊐	※［＃丸付き日］
U+0329E		㊞	※［＃丸付き「印」］
U+0329E		㊞	※［＃丸付き印］
U+032AF		㊯	※［＃「○付き協」］
U+032E4		㋤	※［＃「丸ナ」］
#			※［＃黒丸Ａ大文字］
#			※［＃黒丸Ａ小文字］
#			※［＃黒丸Ｚ大文字］
#			※［＃黒丸Ｚ小文字］

#【括弧付き英文字】
#U+0249C		⒜	(a)［＃「(a)」は縦中横］
#U+024B5		⒵	(z)［＃「(z)」は縦中横］
#U+1F110		🄐	(A)［＃「(A)」は縦中横］
#U+1F129		🄩	(Z)［＃「(Z)」は縦中横］

#【四角付き英文字】
#		a⃞	※［＃四角Ａ小文字］
#		z⃞	※［＃四角Ｚ小文字］
U+1F130		🄰	※［＃四角Ａ大文字］
U+1F149		🅉	※［＃四角Ｚ大文字］

#【アルファベット・発音記号】
U+001CD		Ǎ	※［＃キャロン付きA、1-8-79］
U+001CE		ǎ	※［＃キャロン付きA小文字、1-8-80］
U+001D0		ǐ	※［＃キャロン付きI小文字、1-8-81］
U+001D1		Ǒ	※［＃キャロン付きO、1-8-86］
U+001D2		ǒ	※［＃キャロン付きO小文字、1-8-87］
U+001D4		ǔ	※［＃キャロン付きu小文字、1-8-88］
U+001D6		ǖ	※［＃マクロンとダイエレシス付きU小文字、1-8-89］
U+001D8		ǘ	※［＃アキュートアクセントとダイエレシス付きU小文字、1-8-90］
U+001DA		ǚ	※［＃キャロンとダイエレシス付きU小文字、1-8-91］
U+001DC		ǜ	※［＃グレーブアクセントとダイエレシス付きU小文字、1-8-92］
U+000D0		Ð	※［＃アイスランド語ETH、1-9-39］
U+000DE		Þ	※［＃アイスランド語THORN、1-9-52］
U+000F0		ð	※［＃アイスランド語ETH小文字、1-9-70］
U+000FE		þ	※［＃アイスランド語THORN小文字、1-9-83］
U+00104		Ą	※［＃オゴネク付きA、1-10-1］
U+0013D		Ľ	※［＃キャロン付きL、1-10-4］
U+00160		Š	※［＃キャロン付きS、1-10-6］
U+00164		Ť	※［＃キャロン付きT、1-10-8］
U+0017D		Ž	※［＃キャロン付きZ、1-10-10］
U+0017B		Ż	※［＃上ドット付きZ、1-10-11］
U+00105		ą	※［＃オゴネク付きA小文字、1-10-12］
U+0013E		ľ	※［＃キャロン付きL小文字、1-10-15］
U+00161		š	※［＃キャロン付きS小文字、1-10-18］
U+00165		ť	※［＃キャロン付きT小文字、1-10-20］
U+0017E		ž	※［＃キャロン付きZ小文字、1-10-23］
U+0017C		ż	※［＃上ドット付きZ小文字、1-10-24］
U+00102		Ă	※［＃ブリーブ付きA、1-10-26］
U+0010C		Č	※［＃キャロン付きC、1-10-29］
U+00118		Ę	※［＃オゴネク付きE、1-10-30］
U+0011A		Ě	※［＃キャロン付きE、1-10-31］
U+0010E		Ď	※［＃キャロン付きD、1-10-32］
U+00147		Ň	※［＃キャロン付きN、1-10-34］
U+00150		Ő	※［＃ダブルアキュートアクセント付きO、1-10-35］
U+00158		Ř	※［＃キャロン付きR、1-10-36］
U+00170		Ű	※［＃ダブルアキュートアクセント付きU、1-10-38］
U+00103		ă	※［＃ブリーブ付きA小文字、1-10-41］
U+0010D		č	※［＃キャロン付きC小文字、1-10-44］
U+00119		ę	※［＃オゴネク付きE小文字、1-10-45］
U+0011B		ě	※［＃キャロン付きE小文字、1-10-46］
U+0010F		ď	※［＃キャロン付きD小文字、1-10-47］
U+00148		ň	※［＃キャロン付きN小文字、1-10-50］
U+00151		ő	※［＃ダブルアキュートアクセント付きO小文字、1-10-51］
U+00159		ř	※［＃キャロン付きR小文字、1-10-52］
U+00171		ű	※［＃ダブルアキュートアクセント付きU小文字、1-10-54］
U+0016C		Ŭ	※［＃ブリーブ付きU、1-10-62］
U+0016D		ŭ	※［＃ブリーブ付きU小文字、1-10-68］
U+00271		ɱ	※［＃フック付きM小文字,有声唇歯鼻音、1-10-69］
U+0028B		ʋ	※［＃フック付きV小文字,有声唇歯接近音、1-10-70］
U+0027E		ɾ	※［＃フィッシュフック付きR小文字,有声歯茎弾き音、1-10-71］
U+00283		ʃ	※［＃発音記号、「s」を縦に長くした形のもの、1-10-72］
U+00292		ʒ	※［＃発音記号、「ろ」に似た形のもの、1-10-73］
U+0026C		ɬ	※［＃ベルト付きL小文字,無声歯茎側面摩擦音、1-10-74］
U+0026E		ɮ	※［＃LEZH小文字,有声歯茎側面摩擦音、1-10-75］
U+00279		ɹ	※［＃ターンドR小文字,無声歯茎接近音、1-10-76］
U+00288		ʈ	※［＃レトロフレックスフック付きT小文字,無声そり舌破裂音、1-10-77］
U+00256		ɖ	※［＃テール付きD小文字,有声そり舌破裂音、1-10-78］
U+00273		ɳ	※［＃レトロフレックスフック付きN小文字,有声そり舌鼻音、1-10-79］
U+0027D		ɽ	※［＃テール付きR小文字,有声そり舌弾き音、1-10-80］
U+00282		ʂ	※［＃フック付きS小文字,無声そり舌摩擦音、1-10-81］
U+00290		ʐ	※［＃レトロフレックスフック付きZ小文字,有声そり舌摩擦音、1-10-82］
U+0027B		ɻ	※［＃フック付きターンドR小文字,有声そり舌接近音、1-10-83］
U+0026D		ɭ	※［＃レトロフレックスフック付きL小文字,有声そり舌側面接近音、1-10-84］
U+0025F		ɟ	※［＃ストローク付きドットなしJ小文字,有声硬口蓋破裂音、1-10-85］
U+00272		ɲ	※［＃左フック付きN小文字,有声硬口蓋鼻音、1-10-86］
U+0029D		ʝ	※［＃クロスドテール付きJ小文字,有声硬口蓋摩擦音、1-10-87］
U+0028E		ʎ	※［＃ターンドY小文字,有声硬口、1-10-88］
U+00261		ɡ	※［＃スクリプトG小文字,有声軟口蓋破裂音、1-10-89］
U+0014B		ŋ	※［＃発音記号、「n」の右足を下に伸ばして左に丸めた形のもの、1-10-90］
U+00270		ɰ	※［＃ロングレッグ付きターンドM小文字,有声軟口蓋接近音、1-10-91］
U+00281		ʁ	※［＃インバーテッドRスモールキャピタル,有声口蓋垂摩擦音、1-10-92］
U+00295		ʕ	※［＃リバースドグロッタルストップ,有声咽頭摩擦音、1-10-94］
U+00294		ʔ	※［＃グロッタルストップ,無声声門破裂音、1-11-1］
U+00266		ɦ	※［＃フック付きH小文字,有声声門摩擦音、1-11-2］
U+00298		ʘ	※［＃両唇吸着音、1-11-3］
U+001C2		ǂ	※［＃硬口蓋歯茎吸着音、1-11-4］
U+00253		ɓ	※［＃フック付きB小文字,有声両唇内破音、1-11-5］
U+00257		ɗ	※［＃フック付きD小文字,有声歯茎内破音、1-11-6］
U+00284		ʄ	※［＃フックとストローク付きドットなしJ小文字,有声硬口蓋内破音、1-11-7］
U+00260		ɠ	※［＃フック付きG小文字,有声軟口蓋内破音、1-11-8］
U+00193		Ɠ	※［＃フック付きG大文字,有声口蓋垂内破音、1-11-9］
U+00289		ʉ	※［＃バー付きU小文字,円唇中舌狭母音、1-11-13］
U+00258		ɘ	※［＃リバースドE小文字,非円唇中舌狭・中段母音、1-11-14］
U+00275		ɵ	※［＃バー付きO小文字,円唇中舌狭・中段母音、1-11-15］
U+00259		ə	※［＃発音記号、「e」を180度回転させた形、1-11-16］
U+0025C		ɜ	※［＃リバースドオープンE小文字,非円唇中舌広・中段母音、1-11-17］
U+0025E		ɞ	※［＃クローズドリバースドオープンE小文字,円唇中舌広・中段母音、1-11-18］
U+00250		ɐ	※［＃ターンドA小文字,非円唇中舌狭めの広母音、1-11-19］
U+0026F		ɯ	※［＃ターンドM小文字,非円唇後舌狭母音、1-11-20］
U+0028A		ʊ	※［＃UPSILON小文字,円唇後舌広めの狭母音、1-11-21］
U+00264		ɤ	※［＃ベビーガンマ,非円唇後舌狭中段母音、1-11-22］
U+0028C		ʌ	※［＃ターンドV小文字,非円唇後舌広・中段母音、1-11-23］
U+00254		ɔ	※［＃発音記号、「小文字c」を左右反転した形、1-11-24］
U+00251		ɑ	※［＃スクリプトA小文字,非円唇後舌広母音、1-11-25］
U+00252		ɒ	※［＃ターンドALPHA小文字,円唇後舌広母音、1-11-26］
U+0028D		ʍ	※［＃ターンドW小文字,無声両唇・軟口蓋摩擦音、1-11-27］
U+00265		ɥ	※［＃ターンドH小文字,有声両唇・硬口蓋接近音、1-11-28］
U+002A2		ʢ	※［＃ストローク付きリバースドグロッタルストップ,有声咽頭蓋摩擦音、1-11-29］
U+002A1		ʡ	※［＃ストローク付きグロッタルストップ,咽頭蓋破裂音、1-11-30］
U+00255		ɕ	※［＃カール付きC小文字,歯茎・硬口蓋摩擦音、1-11-31］
U+00291		ʑ	※［＃カール付きZ小文字,歯茎・硬口蓋摩擦音、1-11-32］
U+0027A		ɺ	※［＃ロングレッグ付きターンドR小文字,歯茎側面弾き音、1-11-33］
U+00267		ɧ	※［＃フック付きHENG小文字,無声後部歯茎軟口蓋摩擦音、1-11-34］
U+0025A		ɚ	※［＃フック付きSCHWA、1-11-35］
#U+000E6	U+00301	ǽ	※［＃グレーブアクセント付きAE小文字、1-11-36］
U+001FD		ǽ	※［＃アキュートアクセント付きAE小文字、1-11-37］
U+01F70		ὰ	※［＃グレーブアクセント付きスクリプトA小文字、1-11-38］
U+003AC		ά	※［＃アキュートアクセント付きスクリプトA小文字、1-11-39］
#U+00254	U+00300	ɔ̀	※［＃グレーブアクセント付きオープンO小文字、1-11-40］
#U+00254	U+00301	ɔ́	※［＃アキュートアクセント付きオープンO小文字、1-11-41］
#U+0028C	U+00300	ʌ̀	※［＃グレーブアクセント付きターンドV小文字、1-11-42］
#U+0028C	U+00301	ʌ́	※［＃アキュートアクセント付きターンドV小文字、1-11-43］
#U+00259	U+00300	ə̀	※［＃グレーブアクセント付きSCHWA小文字、1-11-44］
#U+00259	U+00301	ə́	※［＃アキュートアクセント付きSCHWA小文字、1-11-45］
#U+0025A	U+00300	ɚ̀	※［＃グレーブアクセントとフック付きSCHWA小文字、1-11-46］
#U+0025A	U+00301	ɚ́	※［＃アキュートアクセントとフック付きSCHWA小文字、1-11-47］
U+01F72		ὲ	※［＃グレーブアクセント付きEPSILON小文字、1-11-48］
U+01F73		έ	※［＃アキュートアクセント付きEPSILON小文字、1-11-49］
U+01E6D		ṭ	※［＃発音記号、「ｔ」は下点付き］
#U+00076	U+00331	v̱	v［＃「v」は下線付き］
#U+02018	U+00061	‘a	※［＃発音記号、「ａ」の前に「‘」が付く］
#U+02018	U+00045	‘E	※［＃発音記号、「Ｅ」の前に「‘」が付く］
#U+00073	U+02019	s’	※［＃発音記号、「ｓ」の後に「́」が付く］
U+01E25		ḥ	※［＃下ドット付きh］
U+01E41		ṁ	※［＃上ドット付きm］
U+01E45		ṅ	※［＃上ドット付きn］
U+01E47		ṇ	※［＃下ドット付きn］
U+01E5B		ṛ	※［＃下ドット付きr］
U+01E63		ṣ	※［＃下ドット付きs］
U+01E6C		Ṭ	※［＃下ドット付きT］
U+01E6D		ṭ	※［＃下ドット付きt］

#【音声記号付きアルファベット(半角ラテン文字)】

#【ギリシア文字】
U+003C2		ς	※［＃ギリシア小文字ファイナルSIGMA、1-6-57］
U+003F5		ϵ	※［＃эを左右逆にした文字］	# εの正字
U+003D1		ϑ	※［＃θを続けた文字］	# θの異体字
U+003F1		ϱ	※［＃ρの下が曲がった文字］	# ρの異体字
U+003D5		ϕ	※［＃φを続けた文字］	# φの異体字

#【音声記号付きギリシア文字(全角文字)】
#U+01F70		ὰ	α［＃αはグレーブアクセント付き］
#U+01F71		ά	α［＃αはアキュートアクセント付き］
#U+003B1	U+00302	α̂	α［＃αはサーカムフレックスアクセント付き］
#U+01F71	U+0036A	άͪ	α［＃αはアキュートアクセントと上付きのH付き］
#U+01F72		ὲ	ε［＃εはグレーブアクセント付き］
#U+01F73		έ	ε［＃εはアキュートアクセント付き］
#U+01F00		ἀ	α［＃αは無気記号付き］
#U+01F01		ἁ	α［＃αは有気記号付き］
#U+003B1	U+0036A	αͪ	α［＃αは平息付き］
#U+003B5	U+0036A	εͪ	ε［＃εは上付きのH付き］	帯気
#U+01F77		ί	ι［＃ιはアキュートアクセント付き］
#U+003AF	U+0036A	ίͪ	ι［＃ιは平息とサーカムフレックスアクセント付き］
#U+01F7D		ώ	ω［＃ωはアキュートアクセント付き］
#U+003C9	U+00302	ω̂	ω［＃ωはサーカムフレックスアクセント付き］
#U+003AE		ή	η［＃ηはアキュートアクセント付き］
#U+003B7	U+0036A	ηͪ	η［＃ηは上付きのH付き］

#【学術記号】
U+02284		⊄	※［＃部分集合の否定、1-2-34］
U+02285		⊅	※［＃部分集合の否定（逆方向）、1-2-35］
U+0228A		⊊	※［＃真部分集合2、1-2-36］
U+0228B		⊋	※［＃真部分集合2（逆方向）、1-2-37］
U+02209		∉	※［＃要素の否定,元の否定、1-2-38］
U+02205		∅	※［＃空集合、1-2-39］
U+02305		⌅	※［＃射影的関係、1-2-40］
